molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
CHEMBL298475,0,0,0,0,0,7,0,-1,411.436,4.795,665.372,377.799,85.177,82.581,119.815,1198.312,1.000,7.700,0.0191895,0.0115725,0.8199997,38.096,9.984,18.399,10.008,3.541,-4.932,-4.897,-4.838,1542.288,-0.409,3581.637,-2.126,8.823,0.554,4,0.057,3,100.000,119.815,0.000,69.485,6,0,10,0,10,3,27,0,0.036
CHEMBL17423,0,0,0,0,0,3,0,-1,395.457,4.019,688.538,392.085,122.193,174.260,0.000,1243.542,1.000,8.000,0.0129905,0.0116188,0.8122268,43.350,12.101,20.170,12.075,3.086,-5.348,-4.981,-5.401,687.294,-0.852,329.853,-2.870,8.928,0.448,4,0.280,3,95.793,0.000,0.000,90.808,7,0,22,0,22,6,29,0,0.002
CHEMBL532,4,1,0,0,0,12,4,-1,733.935,12.428,863.942,738.778,125.164,0.000,0.000,2021.316,4.000,19.150,0.0764115,0.0443317,0.8948906,67.034,17.690,39.951,24.723,3.026,-2.214,-4.544,-3.959,160.647,-0.803,75.836,-4.737,9.464,-0.690,9,0.038,2,58.229,0.000,0.000,150.689,14,2,26,0,12,21,51,1,0.082
CHEMBL1264,0,1,0,0,0,13,0,-1,357.449,3.666,669.813,310.888,114.605,244.320,0.000,1213.127,3.000,6.700,0.0110770,0.0173253,0.8212627,36.381,12.702,19.678,11.898,2.781,-2.593,-3.406,-6.315,202.303,-0.954,97.297,-3.585,8.913,0.447,6,-0.007,2,84.504,0.000,0.000,85.867,5,0,12,0,12,0,26,0,0.237
CHEMBL1365,0,1,0,0,0,10,0,0,299.369,2.762,544.206,150.076,100.674,293.455,0.000,992.326,3.000,5.450,0.0076898,0.0173458,0.8841062,29.940,11.020,16.960,11.266,2.151,-1.395,-2.729,-5.533,274.223,-0.499,135.172,-3.444,9.220,0.307,6,-0.186,3,83.178,0.000,0.000,75.834,4,0,12,0,12,0,22,0,4.728
CHEMBL1741,5,1,0,0,0,12,4,-1,747.962,12.152,911.918,801.450,110.468,0.000,0.000,2086.316,3.000,19.150,0.0707857,0.0363726,0.8658901,69.635,17.996,39.160,23.274,3.087,-2.729,-4.856,-4.428,221.430,-0.743,107.277,-4.466,9.390,-1.285,8,0.066,2,61.080,0.000,0.000,140.545,14,2,26,0,12,21,52,1,0.048
CHEMBL1000,0,2,0,1,0,8,0,0,388.893,4.742,686.283,216.036,113.334,285.262,71.651,1223.575,1.000,7.700,0.0183756,0.0112199,0.8061498,40.401,13.147,19.342,11.391,1.136,-3.146,-2.764,-5.674,13.139,-0.108,17.597,-5.960,8.761,0.090,6,-0.089,2,53.619,0.000,0.000,67.212,5,0,18,0,18,4,27,1,0.000
CHEMBL16,0,0,0,0,0,1,0,0,252.272,6.476,475.281,0.000,134.579,340.702,0.000,812.068,2.000,4.000,0.0516409,0.0119021,0.8856793,28.957,9.646,15.481,10.744,2.242,-3.565,-3.667,-5.007,524.433,-0.641,246.245,-2.704,9.625,0.223,3,0.010,3,88.752,0.000,0.000,71.794,4,0,17,0,17,1,19,0,0.221
CHEMBL40,1,0,0,0,0,1,0,0,232.238,1.218,389.346,93.001,127.256,169.088,0.000,695.301,2.000,4.000,0.0021335,0.0145291,0.9748653,22.645,7.992,12.452,9.320,1.464,-2.298,-2.990,-2.745,615.356,-0.389,292.699,-3.173,9.897,0.551,1,-0.215,3,85.435,0.000,0.000,99.368,5,0,12,0,12,1,17,0,1.605
CHEMBL284348,6,0,0,0,0,1,0,0,94.116,4.846,274.546,0.000,90.162,184.384,0.000,396.141,1.500,2.500,0.0592707,0.0111524,0.9501293,10.818,4.312,7.323,6.686,0.380,0.193,-0.761,-3.218,1383.228,-0.163,702.489,-2.436,8.611,-0.186,3,-0.737,3,85.385,0.000,0.000,39.298,2,0,6,0,6,0,7,0,119.555
CHEMBL129583,2,1,0,0,0,5,0,-2,456.515,12.688,759.711,298.328,240.956,219.696,0.731,1358.484,1.000,11.750,0.1185011,0.0154664,0.7808235,47.100,14.442,25.448,16.616,0.887,-3.576,-3.745,-6.852,12.818,-1.972,4.977,-6.769,8.734,1.973,3,-0.308,2,51.968,0.000,0.000,138.873,9,0,24,0,24,6,32,1,0.000
CHEMBL182977,1,1,0,0,0,13,0,0,320.474,7.853,711.431,493.819,97.250,120.363,0.000,1242.591,0.000,3.000,0.0496310,0.0000000,0.7856893,36.377,11.367,13.416,2.999,4.882,-4.792,-3.799,-6.300,295.516,-0.872,146.552,-3.702,9.359,1.159,3,0.871,3,100.000,0.000,0.000,49.201,4,0,6,0,6,0,23,0,0.001
CHEMBL533,0,1,0,0,0,15,0,-2,384.576,5.844,768.961,526.491,138.769,102.200,1.501,1376.269,2.000,8.200,0.0248176,0.0150808,0.7781499,40.269,13.307,20.273,10.907,2.988,-1.950,-3.076,-6.335,119.359,-1.466,56.059,-4.339,8.953,0.781,2,0.067,2,81.610,0.000,0.000,74.872,5,0,6,0,6,0,26,0,0.005
CHEMBL182646,0,1,0,0,0,14,0,-2,537.611,6.611,912.133,534.097,130.459,247.577,0.000,1688.848,0.000,9.000,0.0258774,0.0000000,0.7519129,54.809,16.918,23.087,10.262,4.790,-5.291,-6.346,-7.453,143.107,-1.420,66.927,-3.770,8.720,1.404,7,0.519,2,80.617,0.000,0.000,106.993,10,1,18,0,18,0,39,1,0.000
CHEMBL96153,1,1,0,0,0,5,0,2,381.514,1.561,712.929,469.950,2.203,240.776,0.000,1281.913,0.000,4.250,0.0019012,0.0000000,0.8004934,44.237,11.881,16.257,6.171,5.328,-5.468,-4.956,-6.635,2354.552,0.638,1381.079,-2.294,8.627,-0.222,6,0.990,3,100.000,0.000,0.000,29.602,4,1,22,0,22,8,28,0,0.007
CHEMBL9484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL362103,0,1,0,0,0,14,0,-2,352.491,6.077,732.889,395.625,151.156,169.392,16.716,1264.425,1.000,9.950,0.0292067,0.0135764,0.7715939,37.077,12.700,18.924,14.346,1.690,-1.223,-2.742,-6.762,3.626,-1.533,50.701,-4.427,9.369,0.558,4,-0.563,2,46.852,0.000,0.000,79.189,5,0,6,0,6,0,24,1,0.099
CHEMBL723,0,1,0,0,0,11,0,0,406.480,1.886,699.915,213.364,81.010,405.541,0.000,1296.402,3.000,5.450,0.0027441,0.0134869,0.8215102,42.538,14.371,21.237,12.049,4.190,-3.760,-5.220,-7.080,421.293,-0.501,215.006,-2.590,8.011,0.125,5,0.487,3,100.000,0.000,0.000,70.169,6,0,19,0,19,0,30,0,0.181
CHEMBL363295,2,1,0,0,0,6,0,2,281.440,1.238,586.412,250.548,6.746,329.118,0.000,1055.198,1.000,1.000,0.0014530,0.0017053,0.8547747,35.365,10.639,13.115,4.541,5.280,-4.376,-4.138,-6.178,2132.214,0.539,1240.672,-1.971,9.105,-0.194,4,1.048,3,100.000,0.000,0.000,10.435,1,1,12,0,12,0,21,0,0.126
CHEMBL631,0,1,0,0,0,12,0,1,341.449,3.599,614.332,292.202,45.289,276.841,0.000,1154.501,2.000,5.950,0.0112180,0.0136971,0.8663464,34.988,11.710,17.224,9.531,3.421,-2.136,-3.428,-5.741,919.023,-0.163,499.563,-2.289,8.851,0.246,5,0.093,3,100.000,0.000,0.000,60.272,4,0,12,0,12,0,25,0,12.814
CHEMBL353985,1,1,0,0,0,12,0,-2,423.526,7.315,777.452,441.215,152.837,182.669,0.731,1361.483,2.500,9.750,0.0393062,0.0198290,0.7641281,42.372,14.016,22.995,14.491,2.191,-3.653,-3.594,-6.946,87.790,-1.504,39.832,-4.603,7.767,0.699,8,-0.149,2,74.558,0.000,0.000,105.940,8,0,12,0,12,0,29,1,0.002
CHEMBL505,0,1,0,0,0,5,0,2,274.792,4.342,559.483,187.471,10.982,289.364,71.665,962.846,0.000,3.000,0.0195790,0.0000000,0.8428481,31.932,9.743,12.068,4.986,3.424,-2.843,-3.188,-6.181,1943.808,0.733,2772.104,-2.285,9.183,0.218,4,0.398,3,100.000,0.000,0.000,16.108,2,0,12,0,12,0,19,0,0.423
CHEMBL511,1,1,0,0,0,7,0,1,285.388,0.370,588.729,306.159,11.542,271.028,0.000,1028.204,0.000,4.250,0.0001330,0.0000000,0.8368278,33.088,9.734,12.427,5.700,3.288,-2.789,-2.833,-6.191,1920.210,0.430,1107.889,-2.168,8.297,-0.180,5,0.169,3,100.000,0.000,0.000,25.456,4,0,12,0,12,0,21,0,3.149
CHEMBL184412,5,1,0,0,0,18,0,-2,556.759,5.234,1042.594,690.229,122.678,228.954,0.733,1889.897,1.000,9.750,0.0144936,0.0093517,0.7090477,60.108,19.418,26.232,11.718,5.886,-7.256,-6.449,-8.058,169.608,-1.748,81.165,-3.308,8.652,0.742,4,0.953,1,75.397,0.000,0.000,97.643,7,2,15,0,15,0,39,1,0.000
CHEMBL184014,0,1,0,0,0,9,0,1,343.465,2.010,685.769,459.235,10.360,216.174,0.000,1217.894,1.000,3.750,0.0033165,0.0054683,0.8042542,38.872,11.378,15.445,6.083,5.012,-4.134,-4.361,-6.456,1970.424,0.313,1139.236,-2.147,8.663,-0.101,7,0.821,3,100.000,0.000,0.000,34.549,4,1,12,0,12,0,25,1,0.048
CHEMBL87045,0,0,1,0,0,0,1,1,262.354,3.801,518.619,169.124,29.999,319.497,0.000,924.645,1.000,2.000,0.0156268,0.0038564,0.8850474,33.901,9.620,13.693,6.779,4.391,-4.982,-4.393,-4.916,5145.459,0.308,2906.132,-3.009,8.595,-0.053,2,0.750,3,100.000,0.000,0.000,25.711,2,0,20,3,17,5,20,0,0.003
CHEMBL360861,0,1,0,0,0,12,0,-2,405.453,6.730,731.515,344.813,231.939,154.763,0.000,1307.620,2.000,8.700,0.0346374,0.0168194,0.7905505,39.950,13.621,21.245,12.961,1.784,-3.229,-3.652,-6.385,15.607,-2.235,6.101,-6.159,8.899,1.246,4,-0.063,2,58.751,0.000,0.000,140.266,10,0,12,0,12,0,29,1,0.000
CHEMBL185434,0,1,0,0,0,10,0,1,357.492,3.974,719.106,498.831,64.670,155.605,0.000,1289.801,1.000,4.750,0.0122426,0.0066054,0.7968697,40.529,12.032,16.815,6.885,4.597,-4.768,-3.864,-6.287,601.911,-0.320,316.177,-3.266,9.389,-0.015,5,0.769,3,100.000,0.000,0.000,50.880,4,0,12,0,12,6,26,0,0.003
CHEMBL517,0,1,0,0,1,8,0,1,339.480,6.064,617.988,252.907,72.481,292.600,0.000,1147.157,2.000,5.500,0.0320585,0.0125863,0.8575653,37.413,11.930,18.377,11.990,2.618,-2.213,-2.912,-4.584,331.591,-0.177,262.946,-3.119,8.722,0.336,5,-0.008,3,87.388,0.000,23.223,56.732,4,0,12,0,12,0,25,0,1.581
CHEMBL186873,2,1,0,0,0,6,0,-2,445.557,3.514,739.980,460.573,0.000,279.408,0.000,1405.176,0.000,5.000,0.0087869,0.0000000,0.8199082,48.897,13.215,18.538,7.002,5.054,-5.426,-5.426,-6.505,2470.586,-1.172,1454.789,-2.022,8.499,0.048,10,1.105,1,100.000,0.000,0.000,31.933,5,1,24,0,24,5,33,1,0.016
CHEMBL442717,2,2,0,0,0,11,0,1,624.775,3.450,939.535,659.170,46.171,234.194,0.000,1873.817,1.000,8.250,0.0063522,0.0087809,0.7823545,64.010,17.764,27.013,11.052,6.492,-5.948,-8.066,-7.623,224.832,0.195,120.655,-4.615,8.589,0.066,13,1.580,1,81.137,0.000,0.000,69.918,8,2,32,0,32,6,46,2,0.000
CHEMBL1726,0,0,0,0,0,5,2,-1,388.419,5.309,650.690,407.742,127.068,115.880,0.000,1204.392,0.000,4.500,0.0233984,0.0000000,0.8413356,39.942,11.120,15.742,6.267,3.792,-5.378,-5.889,-4.652,617.891,-0.935,294.002,-2.973,8.542,0.617,6,0.698,3,100.000,0.000,0.000,110.135,8,0,12,0,12,1,28,0,0.002
CHEMBL1097,0,1,0,0,0,7,0,1,277.366,10.321,630.884,385.153,103.743,141.987,0.000,1052.041,2.000,7.000,0.1012540,0.0156915,0.7929351,32.810,10.119,18.199,11.189,1.767,-2.913,-1.492,-6.286,256.454,-0.560,125.730,-4.322,9.060,0.436,1,-0.187,3,80.409,0.000,0.000,80.034,5,0,6,0,6,0,20,0,0.016
CHEMBL193,0,0,0,0,0,3,2,-1,346.339,5.385,583.063,322.853,128.180,132.031,0.000,1052.203,0.000,4.500,0.0275628,0.0000000,0.8580562,35.290,9.859,14.276,6.663,3.173,-3.802,-4.995,-4.458,603.075,-0.778,286.390,-3.129,8.539,0.617,6,0.341,3,95.285,0.000,0.000,112.082,8,0,12,0,12,1,25,0,0.010
CHEMBL448,2,0,0,0,0,4,0,0,226.275,1.111,420.908,293.546,127.362,0.000,0.000,739.902,2.000,4.000,0.0016692,0.0134397,0.9399274,20.888,6.901,11.397,7.585,2.051,-2.434,-2.519,-2.504,613.943,-0.639,291.972,-3.483,10.890,0.547,0,-0.261,3,88.855,0.000,0.000,96.811,5,0,6,0,6,1,16,0,0.765
CHEMBL362721,4,0,1,0,0,3,0,1,340.467,2.667,643.471,127.345,11.149,504.977,0.000,1171.956,0.000,1.500,0.0060675,0.0000000,0.8354304,43.644,12.744,15.269,5.594,6.725,-7.137,-6.557,-6.603,7765.591,0.276,4534.436,-1.721,8.667,-0.071,6,1.492,1,100.000,0.000,0.000,16.220,2,1,23,0,18,2,26,1,0.000
CHEMBL184461,0,1,0,0,0,11,0,-2,387.435,6.995,752.935,363.224,161.075,228.636,0.000,1293.825,2.000,6.500,0.0378154,0.0122087,0.7626487,40.745,13.626,20.045,11.087,3.138,-4.489,-4.127,-7.189,73.338,-1.547,32.492,-4.689,8.707,1.606,5,0.328,3,78.706,0.000,0.000,111.725,8,0,12,0,12,0,28,0,0.000
CHEMBL46516,0,1,0,0,1,6,0,1,475.580,4.474,791.768,209.345,65.182,423.177,94.063,1484.124,1.000,5.500,0.0134850,0.0069465,0.7947199,53.429,15.115,22.850,12.649,5.558,-5.904,-6.300,-6.224,352.896,0.143,1023.188,-2.717,9.032,0.161,2,0.995,3,92.128,94.063,28.521,44.936,4,1,28,0,28,6,35,1,0.001
CHEMBL76,0,1,0,0,0,8,0,1,319.876,5.705,655.220,366.764,24.082,192.770,71.605,1133.726,1.000,4.000,0.0287056,0.0061048,0.8025091,35.922,11.003,15.285,6.436,4.514,-4.538,-3.663,-6.373,1460.265,0.406,2033.346,-2.579,8.259,0.792,4,0.580,3,100.000,0.000,0.000,26.600,3,0,10,0,10,0,22,0,0.024
CHEMBL416956,2,1,0,0,0,3,0,2,378.317,6.718,587.662,204.712,41.271,121.780,219.899,1032.845,2.000,4.200,0.0437016,0.0101073,0.8408675,34.417,7.974,17.517,8.724,4.005,-4.612,-4.719,-5.414,1003.295,0.932,8797.933,-3.626,9.516,1.882,1,0.434,3,100.000,219.899,0.000,39.285,3,0,16,0,16,5,26,0,0.002
CHEMBL38827,6,1,0,0,0,12,0,1,528.948,2.415,922.462,354.775,34.918,321.150,211.619,1674.026,1.000,3.700,0.0034832,0.0040110,0.7391365,56.202,18.489,22.540,6.897,8.707,-9.509,-8.646,-8.011,1152.594,0.332,9207.587,-1.942,8.929,1.306,3,1.968,1,100.000,0.000,0.000,25.026,2,2,19,0,19,0,35,1,0.000
CHEMBL186730,0,1,0,0,0,3,0,1,462.541,4.089,780.878,181.643,142.733,374.864,81.638,1402.618,2.000,7.000,0.0119192,0.0126774,0.7760235,51.632,15.578,24.687,14.310,4.235,-6.462,-6.068,-7.670,109.462,-0.599,140.282,-4.604,9.546,1.392,6,0.870,1,88.241,37.255,0.000,93.307,6,0,28,0,28,5,33,1,0.000
CHEMBL188068,1,1,0,1,0,4,0,-2,506.550,4.293,818.623,182.648,240.402,313.978,81.595,1484.284,3.000,9.000,0.0124160,0.0190423,0.7687040,53.677,16.876,28.284,17.865,1.670,-6.866,-6.099,-5.691,3.286,-1.791,4.031,-6.523,9.623,1.535,6,0.460,1,33.015,37.228,0.000,143.557,8,1,28,0,28,5,36,2,0.000
CHEMBL362874,0,1,0,0,0,4,0,-2,487.575,2.307,814.542,184.092,247.012,338.819,44.619,1477.996,4.000,9.500,0.0036003,0.0233260,0.7703721,53.663,17.498,29.778,20.014,2.477,-5.728,-5.459,-7.590,11.230,-1.944,7.505,-6.557,9.260,1.542,7,0.470,2,60.246,0.000,0.000,146.215,8,0,28,0,28,5,35,3,0.000
CHEMBL365062,0,1,0,0,0,4,0,-2,505.566,8.230,783.563,182.161,262.629,280.893,57.879,1461.192,4.000,9.500,0.0463558,0.0242482,0.7947482,52.437,16.817,30.102,19.656,2.283,-5.291,-5.807,-6.919,7.985,-1.909,6.136,-7.049,9.517,1.451,7,0.461,2,43.501,13.184,0.000,146.226,8,1,28,0,28,5,36,2,0.000
CHEMBL2113086,1,2,0,1,0,6,0,0,504.646,5.076,869.692,393.021,101.648,328.057,46.966,1609.571,1.000,7.500,0.0160092,0.0086237,0.7637293,57.541,16.364,25.081,12.280,3.674,-6.685,-5.090,-6.564,16.958,-0.048,16.982,-5.786,8.806,0.593,6,1.058,1,57.500,46.966,0.000,70.883,6,1,30,4,26,13,37,2,0.000
CHEMBL435886,1,2,0,1,0,6,0,1,572.645,3.486,877.973,389.033,105.859,234.579,148.501,1673.849,1.000,7.500,0.0072604,0.0085424,0.7765357,59.221,15.544,26.020,11.728,4.338,-7.276,-6.491,-5.911,15.468,0.193,55.339,-6.193,9.133,1.070,6,1.241,1,60.676,148.501,0.000,67.994,6,1,30,4,26,13,41,2,0.000
CHEMBL196983,0,1,0,0,0,7,0,1,357.449,1.967,651.850,438.639,36.172,177.040,0.000,1176.759,1.000,5.950,0.0032877,0.0091279,0.8269428,38.136,10.878,16.586,8.519,3.610,-3.606,-3.823,-5.903,1121.453,0.187,619.494,-2.953,8.543,-0.209,7,0.356,3,100.000,0.000,0.000,48.526,5,0,16,0,16,3,26,1,0.099
CHEMBL197467,0,1,0,0,0,6,0,1,361.867,3.003,636.931,345.422,36.381,183.476,71.652,1150.649,1.000,5.200,0.0078361,0.0081641,0.8337474,37.795,11.187,16.543,8.036,4.041,-4.095,-4.209,-5.823,1116.352,0.427,1521.962,-3.030,8.583,0.128,6,0.482,3,100.000,0.000,0.000,40.332,4,0,16,0,16,3,25,0,0.027
CHEMBL197243,1,1,0,0,0,6,0,2,422.584,1.845,696.834,336.254,2.722,315.579,42.279,1322.638,0.000,5.000,0.0025739,0.0000000,0.8362378,45.939,13.019,17.735,7.177,5.474,-4.792,-5.245,-6.413,2328.019,0.678,2325.420,-1.945,8.508,0.864,6,0.865,3,100.000,0.000,0.000,25.312,4,1,25,0,17,7,30,0,0.077
CHEMBL197304,1,1,0,0,0,6,0,2,457.029,3.996,721.037,336.302,2.885,267.948,113.903,1366.059,0.000,5.000,0.0116872,0.0000000,0.8257596,47.222,13.594,18.562,6.938,5.974,-5.563,-5.977,-6.355,2319.775,0.852,5717.358,-2.115,8.560,1.020,6,0.991,3,100.000,0.000,0.000,25.262,4,1,25,0,17,7,31,0,0.010
CHEMBL195180,1,1,0,0,0,5,0,2,427.003,2.489,680.662,248.784,5.223,313.047,113.609,1297.004,0.000,4.250,0.0047767,0.0000000,0.8450080,45.531,13.287,17.638,6.645,5.924,-5.352,-5.687,-6.259,2204.289,0.891,5390.265,-2.096,8.720,1.288,5,1.034,3,100.000,0.000,0.000,18.483,3,1,25,0,17,7,29,0,0.015
CHEMBL364912,1,0,0,0,0,5,0,1,428.932,7.810,726.674,277.217,40.013,295.924,113.521,1303.125,0.000,6.000,0.0468083,0.0000000,0.7939917,45.613,13.555,19.117,8.600,5.377,-6.527,-6.459,-6.277,4134.802,0.118,9605.763,-0.734,9.036,1.064,4,0.584,1,100.000,0.000,0.000,53.425,5,1,22,0,22,4,29,1,0.023
CHEMBL195235,0,0,0,0,0,4,0,1,398.906,6.728,678.383,191.453,50.444,324.115,112.371,1208.482,0.000,5.250,0.0374624,0.0000000,0.8088166,42.736,12.890,17.738,8.228,5.082,-6.162,-6.169,-6.171,3292.603,0.084,7401.462,-0.923,9.136,1.294,3,0.552,3,100.000,0.000,0.000,45.164,4,1,22,0,22,4,27,1,0.033
CHEMBL194564,0,1,0,0,0,4,2,1,412.872,5.225,665.285,248.069,72.845,272.826,71.546,1197.351,1.000,7.000,0.0227979,0.0105218,0.8196689,41.801,12.511,19.474,11.174,3.426,-4.250,-4.866,-6.477,503.517,0.174,642.791,-3.580,8.868,0.925,3,0.323,3,95.365,0.000,0.000,73.316,6,0,25,0,25,6,29,0,0.006
CHEMBL198387,2,0,0,0,0,6,0,-2,585.628,9.538,928.566,377.124,202.854,226.428,122.160,1718.239,2.000,8.000,0.0529506,0.0121841,0.7471504,60.920,17.264,29.147,14.402,5.877,-9.595,-9.021,-6.703,118.095,-1.921,229.476,-3.884,8.960,0.665,2,1.370,1,72.528,122.160,0.000,134.682,10,2,28,0,28,8,42,1,0.000
CHEMBL201307,4,1,0,0,0,13,0,-2,580.676,5.479,1000.625,432.928,147.686,339.006,81.005,1781.789,3.000,11.700,0.0168464,0.0202523,0.7103370,60.043,19.715,31.046,18.517,4.377,-6.890,-6.462,-8.562,98.241,-1.574,123.812,-3.862,8.508,1.339,8,0.433,1,75.274,46.971,0.000,121.920,10,1,27,0,27,5,41,2,0.000
CHEMBL191054,0,1,0,0,0,0,0,2,236.744,3.536,444.709,258.970,32.595,91.526,61.617,763.282,1.000,2.500,0.0163809,0.0056217,0.9082656,25.267,7.054,10.918,5.582,2.596,-2.545,-2.401,-4.179,1212.542,0.850,1466.331,-3.860,8.298,-0.088,2,0.224,3,100.000,0.000,0.000,19.431,2,0,13,0,13,5,16,0,0.093
CHEMBL203013,0,1,0,0,0,4,0,1,273.377,2.499,589.494,466.392,33.461,89.640,0.000,996.137,1.000,4.700,0.0062687,0.0079729,0.8182736,31.999,8.484,13.669,7.187,2.905,-3.452,-2.127,-5.626,1189.830,0.388,660.419,-3.499,8.282,-0.100,3,0.244,3,100.000,0.000,0.000,35.461,4,0,16,3,13,8,20,0,0.031
CHEMBL206845,0,1,0,0,0,0,0,2,203.286,2.313,447.749,324.210,34.073,89.466,0.000,745.370,1.000,3.000,0.0071780,0.0067002,0.8879305,24.530,6.285,10.448,6.057,2.032,-2.183,-1.562,-4.498,1174.059,0.674,650.963,-3.895,8.305,-0.116,2,0.085,3,93.785,0.000,0.000,29.005,3,0,13,0,13,5,15,0,0.171
CHEMBL203230,0,1,0,0,0,0,0,2,223.705,4.103,440.214,233.596,37.453,95.329,73.836,729.542,1.000,3.000,0.0230757,0.0068149,0.8902968,23.953,6.727,10.860,6.127,2.203,-2.370,-1.962,-4.488,1090.511,0.828,1525.374,-3.937,8.523,0.233,1,0.044,3,94.213,0.000,0.000,29.072,3,0,13,0,13,5,15,0,0.110
CHEMBL377300,0,0,0,0,0,6,0,-1,370.382,7.298,675.182,296.808,111.441,231.148,35.786,1166.387,2.000,5.450,0.0456572,0.0114154,0.7936682,38.880,11.710,19.146,10.661,3.793,-5.675,-5.588,-5.973,869.177,-0.890,667.680,-2.183,8.502,1.162,5,0.417,3,100.000,35.786,0.000,79.164,7,0,18,0,18,0,27,0,0.005
CHEMBL205710,0,0,0,0,0,8,0,-2,400.409,5.479,721.691,340.487,107.827,238.022,35.354,1255.813,2.000,7.150,0.0239019,0.0140110,0.7800040,41.240,12.643,20.478,12.028,3.114,-5.599,-5.546,-6.227,940.530,-1.013,723.171,-1.900,8.412,0.988,6,0.249,3,100.000,35.354,0.000,86.407,8,0,18,0,18,0,29,0,0.013
CHEMBL383077,0,0,0,0,0,7,0,-2,432.469,7.509,743.832,343.430,144.035,239.225,17.142,1308.268,1.000,7.750,0.0431038,0.0104190,0.7777163,43.993,13.320,20.703,11.676,3.567,-5.830,-5.975,-6.270,426.597,-1.404,244.538,-2.659,8.458,1.131,4,0.313,3,94.903,16.707,0.000,96.603,8,0,18,0,18,0,30,1,0.001
CHEMBL204459,0,1,0,0,1,3,0,1,354.399,5.235,630.015,167.639,67.994,318.202,76.180,1130.212,2.000,4.000,0.0242485,0.0089789,0.8328891,40.190,11.395,18.901,11.607,3.559,-4.104,-3.729,-5.105,385.052,0.315,764.152,-3.426,9.361,0.943,6,0.400,3,94.061,76.180,20.414,49.198,3,0,20,3,17,5,26,0,0.010
CHEMBL205437,0,1,0,0,1,1,0,2,397.467,4.182,691.367,245.875,44.670,324.217,76.605,1248.774,1.000,3.500,0.0140057,0.0050624,0.8111705,46.276,12.166,19.082,9.736,4.872,-6.039,-5.137,-5.485,704.903,0.637,1332.234,-3.167,9.132,0.838,3,0.978,3,100.000,76.605,15.210,39.313,4,0,23,0,23,7,29,1,0.000
CHEMBL382165,0,0,0,0,1,3,0,0,355.383,5.629,624.046,163.693,63.521,322.842,73.990,1121.973,1.000,4.700,0.0282450,0.0075315,0.8367654,39.904,11.109,17.766,10.903,3.955,-5.053,-4.613,-4.339,1666.683,-0.041,3349.827,-1.265,9.444,1.074,4,0.311,3,100.000,73.990,21.567,46.254,3,0,20,3,17,5,26,0,0.171
CHEMBL202788,1,0,0,0,1,6,0,-1,458.504,2.733,768.994,265.486,115.645,315.997,71.866,1422.616,1.250,6.450,0.0052511,0.0093776,0.7954888,49.944,14.353,22.340,12.641,4.694,-6.625,-6.195,-4.974,581.835,-0.840,953.075,-1.962,9.418,0.994,5,0.622,1,100.000,71.866,16.890,89.547,6,0,17,0,17,2,33,1,0.001
CHEMBL204408,0,1,0,0,1,3,0,1,370.441,4.677,639.124,191.494,58.328,310.523,78.779,1171.187,2.000,4.000,0.0186769,0.0088509,0.8407439,41.756,11.645,19.369,11.275,3.889,-4.381,-4.247,-4.942,504.216,0.424,991.943,-3.275,9.261,0.921,6,0.513,3,100.000,78.779,17.218,44.932,3,0,17,0,17,2,27,0,0.008
CHEMBL379690,0,1,0,0,1,3,0,1,356.414,3.888,635.286,176.469,65.031,315.020,78.766,1145.713,2.000,4.000,0.0131949,0.0089044,0.8335140,40.780,11.481,18.956,11.665,3.684,-4.170,-3.964,-5.080,402.136,0.350,846.666,-3.383,9.449,0.948,6,0.441,3,95.127,78.766,21.575,47.336,3,0,17,0,17,2,26,0,0.010
CHEMBL203045,0,1,0,0,1,3,0,2,356.414,4.917,611.556,173.765,51.746,310.074,75.971,1116.506,1.000,3.000,0.0216515,0.0049055,0.8510778,39.563,10.894,16.619,8.785,4.178,-4.344,-4.451,-4.772,571.532,0.491,1118.340,-3.155,9.315,0.929,5,0.636,3,100.000,75.971,18.223,46.933,3,0,17,0,17,2,26,0,0.011
CHEMBL382587,0,1,0,0,1,4,0,1,371.429,4.927,669.431,187.283,84.865,321.149,76.134,1196.238,2.000,3.000,0.0202949,0.0063377,0.8140870,42.218,12.159,19.019,10.690,4.246,-4.922,-4.638,-5.424,262.530,0.054,512.854,-3.631,9.239,0.885,5,0.702,3,95.107,76.134,21.212,53.286,4,0,17,0,17,2,27,0,0.001
